[Info][OPS.OBF][Setup] Active Editor Platform: WindowsEditorPlatform
[Info][OPS.OBF][Setup] Active Build Platform: DefaultBuildPlatform
[Info][OPS.OBF][Setup] Load Project
[Debug][OPS.OBF][Setup] Load DataContainer
[Debug][OPS.OBF][Setup] Load Obfuscator Settings
[Debug][OPS.OBF][Setup] Load Pipeline Components
[Debug][OPS.OBF][Setup] Found Components (3):
  - Analyse Unity Animation Methods ()
  - Analyse Unity Event Component (Analyse Unity Components for UnityEvents. Skip the attached method names.)
  - Analyse MonoScript ()

[Debug][OPS.OBF][Setup] Load Pipeline
[Debug][OPS.OBF][Setup] Load Asset Cache
[Debug][OPS.OBF][Setup] Found Extensions (8):
  - .fbx
  - .dae
  - .3ds
  - .dxf
  - .obj
  - .skp
  - .anim
  - .prefab

[Info][OPS.OBF][OnPreBuild] Process component Analyse Unity Animation Methods
[Info][OPS.OBF][OnPreBuild] Process component Analyse Unity Event Component
[Info][OPS.OBF][OnPreBuild] Process component Analyse MonoScript
[Info][OPS.OBF][OnAnalyse_Assets] Process component Analyse Unity Animation Methods
[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PopAnimanim.anim (1):
  - AfterPop

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Packages/com.unity.timeline/Editor/StyleSheets/res/HumanoidDefault.anim (0):

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/DevilAnim.anim (1):
  - WingSound

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PetAnim.anim (0):

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PlayerAnim.anim (0):

[Info][OPS.OBF][OnProcess_Assets] Process component Analyse Unity Animation Methods
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Iterate components in loaded build scene Assets/04.Scenes/MainScene.unity.
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Found 6 Root GameObjects in Scene Assets/04.Scenes/MainScene.unity
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Found 1523 Components in Scene Assets/04.Scenes/MainScene.unity
[Info][OPS.OBF][OnAnalyse_Component_Scenes] Process component Analyse Unity Event Component
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Map of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Map of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Walls of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.BoxCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Image (7) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Image (7) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Image (7) of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndPanel of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndPanel of type EndPanel
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndPanel of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndPanel of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in SCORE: of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in SCORE: of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in SCORE: of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in 00 of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in 00 of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in 00 of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BEST: of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BEST: of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BEST: of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in 00 of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in 00 of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in 00 of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn (1) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn (1) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in RetryBtn of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in RetryBtn of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in RetryBtnImg of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in RetryBtnImg of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in RetryBtnImg of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Nickname (2) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Nickname (2) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Nickname (2) of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type UnityEngine.UI.LayoutElement
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type TMPro.TMP_SubMeshUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndLoadingPnl of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndLoadingPnl of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndLoadingPnl of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EndLoadingPnl of type EndLoadingPanel
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in SCORE: of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in SCORE: of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in SCORE: of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn (1) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn (1) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtnImg of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in  Compass (1) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in  Compass (1) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in  Compass (1) of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type Loading
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Loading of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Loading of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Loading of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Loading of type LoadingPanel
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Stars of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Stars of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Stars of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in  Compass (1) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in  Compass (1) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in  Compass (1) of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Arrow of type Loading
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn_Text (TMP) (2) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn_Text (TMP) (2) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeBtn_Text (TMP) (2) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeImg of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeImg of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HomeImg of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BaseBtn of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Popup of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Popup of type Popup
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Popup of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Popup of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Image of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Image of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Image of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type UnityEngine.UI.LayoutElement
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in TMP SubMeshUI [Jua-Regular SDF Material + LiberationSans SDF Atlas] of type TMPro.TMP_SubMeshUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (3) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (3) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (3) of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (1) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (1) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (1) of type UnityEngine.UI.Image
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in OKBtn (1) of type BaseButton
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.RectTransform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type UnityEngine.CanvasRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Text (TMP) of type TMPro.TextMeshProUGUI
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EventSystem of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EventSystem of type UnityEngine.EventSystems.EventSystem
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in EventSystem of type UnityEngine.EventSystems.StandaloneInputModule
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in GameManager of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in GameManager of type GameManager
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in GameManager of type UnityEngine.AudioListener
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Managers of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Managers of type SoundManager
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Managers of type FirebaseManager
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Managers of type UnityEngine.AudioSource
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BGM of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in BGM of type UnityEngine.AudioSource
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Effect of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Effect of type UnityEngine.AudioSource
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in WingSound of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in WingSound of type UnityEngine.AudioSource
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in HeartPool of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (1) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (1) of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (1) of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (2) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (2) of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (2) of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (3) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (3) of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (3) of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (4) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (4) of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (4) of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (5) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (5) of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (5) of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (6) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (6) of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (6) of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.Animator
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Anim of type UnityEngine.CircleCollider2D
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in DiePet of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (7) of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Heart (7) of type UnityEngine.SpriteRenderer
